,index,Unnamed: 0,folder,dialogueID,date,from1,chatter,cycle,text,Label
2494,5192,5192,60,251.tsv,2007-11-17T22:12:00.000Z,wolfprint,chatter1,, yea,
2495,5196,5196,60,251.tsv,2007-11-17T22:14:00.000Z,wolfprint,chatter1,,art yea I think that it cause I know I have seen screen shots without the use of say a 3rd party applet or whatev and from a glance that could be the solution,
2496,5197,5197,60,251.tsv,2007-11-17T22:19:00.000Z,wolfprint,chatter1,,will be giving it a go but goingg to log out of here will return though hopfully,
2497,5198,5198,60,251.tsv,2007-11-17T22:45:00.000Z,wolfprint,chatter1,,you there? - you have any luck,
2498,5199,5199,60,251.tsv,2007-11-17T22:49:00.000Z,wolfprint,chatter1,,Question: I need  to save a img file to my home dir but it will not allow me to how can I thanks,
2499,5201,5201,60,251.tsv,2007-11-17T22:51:00.000Z,wolfprint,chatter1,,will if I can figure out where the files are that he mentions and learn how to do a simple save file to home dir,
2500,5204,5204,60,251.tsv,2007-11-17T22:54:00.000Z,wolfprint,chatter1,,I tell you this is 200% better then M$ but learning how to walk all over again (old dog new trick thing going on),
2501,5205,5205,60,251.tsv,2007-11-17T22:55:00.000Z,wolfprint,chatter1,,everything is worth it,
2502,5206,5206,60,251.tsv,2007-11-17T22:55:00.000Z,wolfprint,chatter1,, how you mess up your panels,
2503,5208,5208,60,251.tsv,2007-11-17T22:57:00.000Z,wolfprint,chatter1,,"are your trying that code from the site, if so where are the files actually located and tell lol how can I save a file to my home (protected)",
2504,5209,5209,60,251.tsv,2007-11-17T22:58:00.000Z,wolfprint,chatter1,,I seen someewhere some code for the context menu for allowing access etc. should have bookmarked it,
2505,5211,5211,60,251.tsv,2007-11-17T23:01:00.000Z,wolfprint,chatter1,,"lmao are you high, just kidding..l. I cant even save a file file to my home dir. and you want my help",
2506,5213,5213,60,251.tsv,2007-11-17T23:02:00.000Z,wolfprint,chatter1,, i guess but your going to have to tell me where the file is lol,
2507,5215,5215,60,251.tsv,2007-11-17T23:04:00.000Z,wolfprint,chatter1,, yes done there is one,
2508,5217,5217,60,251.tsv,2007-11-17T23:07:00.000Z,wolfprint,chatter1,, ok found panel (bunch) now what,
2509,5221,5221,60,350.tsv,2008-01-28T19:43:00.000Z,tapas,chatter1,0.0,i wonder how i can change the parameters pased to configure for a src package,
2510,5222,5222,60,350.tsv,2008-01-28T19:43:00.000Z,tapas,chatter1,,the rules file is a bit confusing,
2511,5223,5223,60,350.tsv,2008-01-28T19:43:00.000Z,tapas,chatter1,,or alternatively how to pass an environment var to init :),
2512,5225,5225,60,350.tsv,2008-01-28T19:43:00.000Z,tapas,chatter1,,into what file?,
2513,5226,5226,60,350.tsv,2008-01-28T19:44:00.000Z,tapas,chatter1,,debian/rules?,
2514,5229,5229,60,350.tsv,2008-01-28T19:44:00.000Z,tapas,chatter1,,i use dpkg-buildpackage,
2515,5231,5231,60,350.tsv,2008-01-28T19:45:00.000Z,tapas,chatter1,,i'm building libc from the source package and i want to add --disable-sanity-checks,2
2516,5232,5232,60,350.tsv,2008-01-28T19:45:00.000Z,tapas,chatter1,,in the end i want to boot a 2.4.x kernel ;D,
2517,5235,5235,60,350.tsv,2008-01-28T19:46:00.000Z,tapas,chatter1,,"well, there's no 2.4.x kernel packages in current ubuntu",
2518,5239,5239,60,350.tsv,2008-01-28T19:47:00.000Z,tapas,chatter1,,we will try that if we absolutely don't get it to ru non feisty,
2519,5240,5240,60,350.tsv,2008-01-28T19:47:00.000Z,tapas,chatter1,,problem with that is increased maintenance work for our other software [for which we'll need two different builds then],
2520,5242,5242,60,350.tsv,2008-01-28T19:48:00.000Z,tapas,chatter1,,yeah i'm not finding it,
2521,5244,5244,60,350.tsv,2008-01-28T19:49:00.000Z,tapas,chatter1,,we won't touch the system except for updating our own software once it runs,
2522,5246,5246,60,350.tsv,2008-01-28T19:50:00.000Z,tapas,chatter1,,thanks a bunch :),
2523,5249,5249,60,350.tsv,2008-01-28T19:57:00.000Z,tapas,chatter1,,they told me the link to the maintainer manual and told me to troll myself to #ubuntu,
2524,5250,5250,60,350.tsv,2008-01-28T19:58:00.000Z,tapas,chatter1,,thanks for looking though :),
2525,5252,5252,60,350.tsv,2008-01-28T19:58:00.000Z,tapas,chatter1,,yeah i guess,
2526,5255,5255,60,350.tsv,2008-01-28T19:59:00.000Z,tapas,chatter1,,"ok, will look into it.. i do know some make syntax, etc.. but this stuff is a bit convoluted",
2527,5258,5258,60,350.tsv,2008-01-28T19:59:00.000Z,tapas,chatter1,,"ok, now i just have to wait until virtualbox frees my mouse pointer",
2528,5260,5260,60,350.tsv,2008-01-28T19:59:00.000Z,tapas,chatter1,,yeah it's all in a virtual box,
2529,5261,5261,60,350.tsv,2008-01-28T19:59:00.000Z,tapas,chatter1,,i'm not crazy :),
2530,5265,5265,60,350.tsv,2008-01-28T20:01:00.000Z,tapas,chatter1,,it allows me to disable nptl,
2531,5266,5266,60,350.tsv,2008-01-28T20:01:00.000Z,tapas,chatter1,,2.4.x kernels don't have nptl.. and since init complains about not being able to setup thread local storage upon booting,
2532,5267,5267,60,350.tsv,2008-01-28T20:02:00.000Z,tapas,chatter1,,and google hints into the direction that nptl is the culprit i want to turn it off,
2533,5268,5268,60,350.tsv,2008-01-28T20:02:00.000Z,tapas,chatter1,,"i guess if there were a way to give init a env var which effectively disabled nptl it would work, too",
2534,5269,5269,60,350.tsv,2008-01-28T20:02:00.000Z,tapas,chatter1,,but i don't know whether it's possible to pass environment vars to init,
2535,5271,5271,60,350.tsv,2008-01-28T20:03:00.000Z,tapas,chatter1,,i boot without an initrd too ;),
2536,5274,5274,60,350.tsv,2008-01-28T20:04:00.000Z,tapas,chatter1,,and even if i had an initrd i'm still not sure how to pass that env var to init [which uses libc which in turn actually uses the env var],
2537,5275,5275,60,350.tsv,2008-01-28T20:04:00.000Z,tapas,chatter1,,i guess it's worth a try,
2538,5276,5276,60,350.tsv,2008-01-28T20:07:00.000Z,tapas,chatter1,,"i just read that glibc2.7 doesn't build without nptl, since it doesn't have linuxthreads no more",
2539,5277,5277,60,350.tsv,2008-01-28T20:07:00.000Z,tapas,chatter1,,i guess we're out of luck then anyway,
2540,5280,5280,60,350.tsv,2008-01-28T20:08:00.000Z,tapas,chatter1,1.0,:),
2541,5281,5281,60,276.tsv,2007-08-26T09:44:00.000Z,rafaelscj,chatter1,0.0,How can I know the wireless card driver's name?,
2542,5284,5284,60,276.tsv,2007-08-26T09:45:00.000Z,rafaelscj,chatter1,,okay,
2543,5285,5285,60,276.tsv,2007-08-26T09:47:00.000Z,rafaelscj,chatter1,," Intel Corporation Mobile 945GM/PM/GMS/940GML, so... i810?",
2544,5287,5287,60,276.tsv,2007-08-26T09:50:00.000Z,rafaelscj,chatter1,,yes,
2545,5289,5289,60,276.tsv,2007-08-26T09:53:00.000Z,rafaelscj,chatter1,,"sorry, you're right",
2546,5290,5290,60,276.tsv,2007-08-26T09:53:00.000Z,rafaelscj,chatter1,,wait please,
2547,5292,5292,60,276.tsv,2007-08-26T09:55:00.000Z,rafaelscj,chatter1,,02:00.0 Network controller: Intel Corporation PRO/Wireless 3945ABG Network Connection (rev 02),
2548,5293,5293,60,276.tsv,2007-08-26T09:55:00.000Z,rafaelscj,chatter1,,I think that the name is 'i810',7
2549,5295,5295,60,276.tsv,2007-08-26T09:56:00.000Z,rafaelscj,chatter1,,thanks,
2550,5298,5298,60,276.tsv,2007-08-26T09:57:00.000Z,rafaelscj,chatter1,,"It's working, I only want to know the name of the module",
2551,5299,5299,60,276.tsv,2007-08-26T09:57:00.000Z,rafaelscj,chatter1,,ipq3945?,
2552,5301,5301,60,276.tsv,2007-08-26T09:58:00.000Z,rafaelscj,chatter1,,do know how to configure kismet?,
2553,5303,5303,60,276.tsv,2007-08-26T09:59:00.000Z,rafaelscj,chatter1,,give me the line > source . please,
2554,5305,5305,60,276.tsv,2007-08-26T10:00:00.000Z,rafaelscj,chatter1,,"okay, I will test now",
2555,5307,5307,60,276.tsv,2007-08-26T10:01:00.000Z,rafaelscj,chatter1,,"It's working, thank you",
2556,5309,5309,60,276.tsv,2007-08-26T10:02:00.000Z,rafaelscj,chatter1,,hauHUAHUAhu,
2557,5311,5311,60,276.tsv,2007-08-26T10:03:00.000Z,rafaelscj,chatter1,,how do I to select a network?,
2558,5313,5313,60,276.tsv,2007-08-26T10:05:00.000Z,rafaelscj,chatter1,,cool,
2559,5314,5314,60,276.tsv,2007-08-26T10:35:00.000Z,rafaelscj,chatter1,,you there?,
2560,5316,5316,60,276.tsv,2007-08-26T10:36:00.000Z,rafaelscj,chatter1,,"I installed aircrack, but I can't use airodump, aireplay, etc...",
2561,5319,5319,60,276.tsv,2007-08-26T10:37:00.000Z,rafaelscj,chatter1,,command not found,
2562,5320,5320,60,276.tsv,2007-08-26T10:37:00.000Z,rafaelscj,chatter1,,what card do you have?,
2563,5326,5326,60,276.tsv,2007-08-26T10:40:00.000Z,rafaelscj,chatter1,,what card do you have?,
2564,5328,5328,60,276.tsv,2007-08-26T10:51:00.000Z,rafaelscj,chatter1,,is there other compatible program?,
2565,5330,5330,60,276.tsv,2007-08-26T10:52:00.000Z,rafaelscj,chatter1,,yes,
2566,5333,5333,60,276.tsv,2007-08-26T10:53:00.000Z,rafaelscj,chatter1,,yes,
2567,5335,5335,60,276.tsv,2007-08-26T10:54:00.000Z,rafaelscj,chatter1,,I don't have BackTrack,
2568,5338,5338,60,276.tsv,2007-08-26T10:54:00.000Z,rafaelscj,chatter1,,"shoul I try under Ubuntu, : )",
2569,5339,5339,60,276.tsv,2007-08-26T10:55:00.000Z,rafaelscj,chatter1,,may you give me the link?,
2570,5341,5341,60,136.tsv,2009-06-03T22:34:00.000Z,predatorian,chatter1,0.0,which version are you using,
2571,5342,5342,60,136.tsv,2009-06-03T22:34:00.000Z,predatorian,chatter1,,krismish: which version are you using,
2572,5343,5343,60,136.tsv,2009-06-03T22:34:00.000Z,predatorian,chatter1,,Java virtual machine,
2573,5344,5344,60,136.tsv,2009-06-03T22:35:00.000Z,predatorian,chatter1,,krismish: you can get a .deb from the sun website for VirtualBox,5
2574,5350,5350,60,136.tsv,2009-06-03T22:38:00.000Z,predatorian,chatter1,,what do you mean fast trade terminal?,
2575,5351,5351,60,136.tsv,2009-06-03T22:39:00.000Z,predatorian,chatter1,,do you mean you are having problems with using online java apps?,
2576,5352,5352,60,136.tsv,2009-06-03T22:40:00.000Z,predatorian,chatter1,,"i am at the site, and it seems to be working fine",
2577,5354,5354,60,136.tsv,2009-06-03T22:41:00.000Z,predatorian,chatter1,,it works for me,
2578,5359,5359,60,136.tsv,2009-06-03T22:43:00.000Z,predatorian,chatter1,,in firefox's address bar,
2579,5363,5363,60,136.tsv,2009-06-03T22:48:00.000Z,predatorian,chatter1,,whats up,
2580,5368,5368,60,136.tsv,2009-06-03T22:50:00.000Z,predatorian,chatter1,,it sounds like the website is just really picky,
2581,5372,5372,60,136.tsv,2009-06-03T22:52:00.000Z,predatorian,chatter1,,what i do is use a virtual machine,
2582,5374,5374,60,136.tsv,2009-06-03T22:52:00.000Z,predatorian,chatter1,,"some websites are just really picky, and they care about what OS you use, and what browser you use",
2583,5376,5376,60,136.tsv,2009-06-03T22:53:00.000Z,predatorian,chatter1,,have you tried opera?,
2584,5379,5379,60,136.tsv,2009-06-03T22:53:00.000Z,predatorian,chatter1,,"then ild say try a virtualmachine with windows, and just do taht",
2585,5387,5387,60,136.tsv,2009-06-03T22:55:00.000Z,predatorian,chatter1,,"fursure, im a crawler",
2586,5389,5389,60,136.tsv,2009-06-03T22:56:00.000Z,predatorian,chatter1,,whats your problem with samba,
2587,5392,5392,60,136.tsv,2009-06-03T22:56:00.000Z,predatorian,chatter1,,"ight, i might not be on tomorrow",
2588,5395,5395,60,136.tsv,2009-06-03T22:56:00.000Z,predatorian,chatter1,,i got some field operations coming up,
2589,5398,5398,60,136.tsv,2009-06-03T22:58:00.000Z,predatorian,chatter1,,got ya,
2590,5401,5401,60,74.tsv,2010-07-05T01:46:00.000Z,MaMoUs,chatter1,0.0,did u install Virtualbox ?,
2591,5403,5403,60,74.tsv,2010-07-05T01:47:00.000Z,MaMoUs,chatter1,,you had modified /etc/fstab in order to mount the usb?,
2592,5405,5405,60,74.tsv,2010-07-05T01:47:00.000Z,MaMoUs,chatter1,,no,
2593,5408,5408,60,74.tsv,2010-07-05T01:48:00.000Z,MaMoUs,chatter1,,u did not do anything to that file ?,
2594,5411,5411,60,74.tsv,2010-07-05T01:49:00.000Z,MaMoUs,chatter1,,oky just give me 1 more min plz,
2595,5412,5412,60,74.tsv,2010-07-05T01:50:00.000Z,MaMoUs,chatter1,,can u edit this file /etc/fstab,
2596,5415,5415,60,74.tsv,2010-07-05T01:52:00.000Z,MaMoUs,chatter1,,can u give me the entire file plz,
2597,5422,5422,60,74.tsv,2010-07-05T01:56:00.000Z,MaMoUs,chatter1,,can u run this in terminal plz,3
2598,5423,5423,60,74.tsv,2010-07-05T01:56:00.000Z,MaMoUs,chatter1,,tell me if u have any error given,
2599,5426,5426,60,74.tsv,2010-07-05T01:58:00.000Z,MaMoUs,chatter1,,tell me if you have any error given,
2600,5427,5427,60,74.tsv,2010-07-05T01:59:00.000Z,MaMoUs,chatter1,,your there ?,
2601,5429,5429,60,74.tsv,2010-07-05T01:59:00.000Z,MaMoUs,chatter1,,i know,
2602,5432,5432,60,74.tsv,2010-07-05T02:00:00.000Z,MaMoUs,chatter1,,can u run this in terminal plz            (sudo mount -a),
2603,5433,5433,60,74.tsv,2010-07-05T02:00:00.000Z,MaMoUs,chatter1,,and tell me if you have any error given,
2604,5434,5434,60,74.tsv,2010-07-05T02:01:00.000Z,MaMoUs,chatter1,,soo ?,
2605,5436,5436,60,74.tsv,2010-07-05T02:05:00.000Z,MaMoUs,chatter1,,did you install Avira ?,
2606,5438,5438,60,74.tsv,2010-07-05T02:05:00.000Z,MaMoUs,chatter1,,u are installing or installed ?,
2607,5441,5441,60,74.tsv,2010-07-05T02:07:00.000Z,MaMoUs,chatter1,,yes,
2608,5442,5442,60,74.tsv,2010-07-05T02:07:00.000Z,MaMoUs,chatter1,,oky i found the problem,
2609,5444,5444,60,74.tsv,2010-07-05T02:07:00.000Z,MaMoUs,chatter1,,wait,
2610,5446,5446,60,74.tsv,2010-07-05T02:08:00.000Z,MaMoUs,chatter1,,write this in terminal to backup ur file,
2611,5447,5447,60,74.tsv,2010-07-05T02:09:00.000Z,MaMoUs,chatter1,,cp /etc/fstab /etc/fstab.bk,
2612,5449,5449,60,74.tsv,2010-07-05T02:10:00.000Z,MaMoUs,chatter1,,open the file and delet from # DazukoFS  to the end,
2613,5450,5450,60,74.tsv,2010-07-05T02:11:00.000Z,MaMoUs,chatter1,,wait,
2614,5452,5452,60,74.tsv,2010-07-05T02:11:00.000Z,MaMoUs,chatter1,,ok do it now,
2615,5455,5455,60,74.tsv,2010-07-05T02:12:00.000Z,MaMoUs,chatter1,,delet from (# DazukoFS) to the end,
2616,5456,5456,60,74.tsv,2010-07-05T02:12:00.000Z,MaMoUs,chatter1,,done ?,
2617,5458,5458,60,74.tsv,2010-07-05T02:12:00.000Z,MaMoUs,chatter1,,ok now reboot and tell me what happen i will wait u here,
2618,5460,5460,60,74.tsv,2010-07-05T02:16:00.000Z,MaMoUs,chatter1,1.0,did it work ?,
2619,5461,5461,60,435.tsv,2005-09-25T16:26:00.000Z,angelus1969,chatter1,0.0,"I have successfully installed 5.04 x64 on an AMD64, but now it won't boot, it goes to the GRUB and then a flickering cursor and the system hangs",
2620,5462,5462,60,435.tsv,2005-09-25T16:26:00.000Z,angelus1969,chatter1,,anyone any ideas?,
2621,5464,5464,60,435.tsv,2005-09-25T16:27:00.000Z,angelus1969,chatter1,,yes the live cd works,
2622,5466,5466,60,435.tsv,2005-09-25T16:29:00.000Z,angelus1969,chatter1,,can you explain that please? :),
2623,5468,5468,60,435.tsv,2005-09-25T16:31:00.000Z,angelus1969,chatter1,,yes I understand that,
2624,5469,5469,60,435.tsv,2005-09-25T16:31:00.000Z,angelus1969,chatter1,,but how can I check what you asked me :),
2625,5472,5472,60,435.tsv,2005-09-25T16:32:00.000Z,angelus1969,chatter1,,how can I tell?,
2626,5474,5474,60,435.tsv,2005-09-25T16:32:00.000Z,angelus1969,chatter1,,"noooooo, it doesn't get that far",1
2627,5476,5476,60,435.tsv,2005-09-25T16:33:00.000Z,angelus1969,chatter1,,but there has never been windows on this system,
2628,5478,5478,60,435.tsv,2005-09-25T16:34:00.000Z,angelus1969,chatter1,,"ah okay, will try",
2629,5480,5480,60,435.tsv,2005-09-25T16:37:00.000Z,angelus1969,chatter1,,I thought those occasions were very rare ;),
2630,5481,5481,60,435.tsv,2005-09-25T05:09:00.000Z,angelus1969,chatter1,,I get an ' error 15: file not found' error message now,
2631,5483,5483,60,435.tsv,2005-09-25T05:10:00.000Z,angelus1969,chatter1,,"I already install twice, so best get a new iso",
2632,5485,5485,60,435.tsv,2005-09-25T05:12:00.000Z,angelus1969,chatter1,,okay will try that,
2633,5486,5486,60,435.tsv,2005-09-25T06:04:00.000Z,angelus1969,chatter1,,the amd64 prob is fixed,
2634,5488,5488,60,435.tsv,2005-09-25T06:05:00.000Z,angelus1969,chatter1,,that I could install but not boot,
2635,5489,5489,60,435.tsv,2005-09-25T06:05:00.000Z,angelus1969,chatter1,,"the installer made the sata disk, disk1 and the pata disk disk0",
2636,5491,5491,60,435.tsv,2005-09-25T06:05:00.000Z,angelus1969,chatter1,,"when booting however, it's the other way around",
2637,5492,5492,60,435.tsv,2005-09-25T06:06:00.000Z,angelus1969,chatter1,,"no, not really a amd issue, more an installer issue I think",
2638,5494,5494,60,435.tsv,2005-09-25T06:07:00.000Z,angelus1969,chatter1,,"this is the first linux which has this problem, on this machine I have installed both FC as well as Centos without this problem",
2639,5496,5496,60,435.tsv,2005-09-25T06:11:00.000Z,angelus1969,chatter1,,"my laptop was downloading it, before it frooze earlier :)",
2640,5498,5498,60,435.tsv,2005-09-25T06:12:00.000Z,angelus1969,chatter1,,one can hope ;),
2641,5499,5499,60,435.tsv,2005-09-25T06:12:00.000Z,angelus1969,chatter1,,but no such luck,
2642,5500,5500,60,435.tsv,2005-09-25T06:12:00.000Z,angelus1969,chatter1,,have to get this laptop issue fixed soon,
2643,5502,5502,60,435.tsv,2005-09-25T06:13:00.000Z,angelus1969,chatter1,,http :(,
2644,5504,5504,60,435.tsv,2005-09-25T06:15:00.000Z,angelus1969,chatter1,,downloading through the browser(firefox),
2645,5507,5507,60,435.tsv,2005-09-25T06:17:00.000Z,angelus1969,chatter1,,"thanks will use that from now on, but that still leaves the problem of a freezing laptop :)",
2646,5509,5509,60,435.tsv,2005-09-25T06:18:00.000Z,angelus1969,chatter1,,"no, not really, I think it has to do with that the system goes into suspend or hybernation, and then it doesn' t come out of that properly",
2647,5511,5511,60,435.tsv,2005-09-25T06:19:00.000Z,angelus1969,chatter1,,that is why I asked how to turn it off :),
2648,5513,5513,60,435.tsv,2005-09-25T06:20:00.000Z,angelus1969,chatter1,,"yes, but the system goes into these stages when idle as well doesn't it?",
2649,5514,5514,60,435.tsv,2005-09-25T06:21:00.000Z,angelus1969,chatter1,,how do I keep the os from doing this,
2650,5517,5517,60,435.tsv,2005-09-25T06:23:00.000Z,angelus1969,chatter1,,"perhaps i'm blind, but where are these settings?",
2651,5518,5518,60,435.tsv,2005-09-25T06:24:00.000Z,angelus1969,chatter1,,I found these settings for the screen,
2652,5520,5520,60,435.tsv,2005-09-25T06:24:00.000Z,angelus1969,chatter1,1.0,"yes,but those are only for the display",
2653,5521,5521,60,487.tsv,2011-01-28T12:09:00.000Z,bethdo,chatter1,0.0,the terminal interface was like the old c prompt in dos but i was unfamiliar with the architecture of the terminal command set up and commands I thought would be there kept saying not found,
2654,5522,5522,60,487.tsv,2011-01-28T12:11:00.000Z,bethdo,chatter1,,list; update,
2655,5523,5523,60,487.tsv,2011-01-28T12:11:00.000Z,bethdo,chatter1,,used the sudo preface on them and nothing,
2656,5524,5524,60,487.tsv,2011-01-28T12:12:00.000Z,bethdo,chatter1,,"i finished reinstalling and got to the reboot screen, clicked the button, removed cd-rom screen went to black and says system is going down for reboot NOW!",
2657,5525,5525,60,487.tsv,2011-01-28T12:13:00.000Z,bethdo,chatter1,,computer just seems to be stuck on this screen,7
2658,5581,5581,60,437.tsv,2005-09-18T14:13:00.000Z,LadyLinux,chatter1,0.0,luckyyaba: Yes smartlink modem.  I read the wiki docs and can't find the kernel source.,
2659,5582,5582,60,437.tsv,2005-09-18T14:14:00.000Z,LadyLinux,chatter1,,luckyyaba: dial-up.,
2660,5583,5583,60,437.tsv,2005-09-18T14:15:00.000Z,LadyLinux,chatter1,,luckyyaba: I can't get the modem drivers to make right. can't find kernel in /usr/src.,
2661,5586,5586,60,437.tsv,2005-09-18T14:21:00.000Z,LadyLinux,chatter1,,does that work offline?,
2662,5590,5590,60,437.tsv,2005-09-18T14:23:00.000Z,LadyLinux,chatter1,,does that command work offline?,8
2663,5591,5591,60,437.tsv,2005-09-18T14:23:00.000Z,LadyLinux,chatter1,,yes.,
2664,5592,5592,60,437.tsv,2005-09-18T14:23:00.000Z,LadyLinux,chatter1,,I need both the modem and jave running to get online.,
2665,5594,5594,60,437.tsv,2005-09-18T14:25:00.000Z,LadyLinux,chatter1,,"I need a list of compatable 56k PCI modems,",
2666,5597,5597,60,437.tsv,2005-09-18T14:26:00.000Z,LadyLinux,chatter1,,9 pin serial?  Would it be 56k?,
2667,5599,5599,60,437.tsv,2005-09-18T14:28:00.000Z,LadyLinux,chatter1,,There is a void in used modems where I'm from.  95% is new stuff.,
2668,5601,5601,60,437.tsv,2005-09-18T14:29:00.000Z,LadyLinux,chatter1,,nope.,
2669,5602,5602,60,437.tsv,2005-09-18T14:32:00.000Z,LadyLinux,chatter1,,Is there any place online that sells them other that ebay?,
2670,5605,5605,60,437.tsv,2005-09-18T14:33:00.000Z,LadyLinux,chatter1,,I'm gonna download the headers for now.,
2671,5606,5606,60,437.tsv,2005-09-18T14:35:00.000Z,LadyLinux,chatter1,,Ok any idea on how to get java installed?,
2672,5608,5608,60,437.tsv,2005-09-18T14:36:00.000Z,LadyLinux,chatter1,,Thanx so much hon.,
2673,5610,5610,60,437.tsv,2005-09-18T14:38:00.000Z,LadyLinux,chatter1,,"If I install the headers and java, then everything else will work?",
2674,5613,5613,60,437.tsv,2005-09-18T14:40:00.000Z,LadyLinux,chatter1,,"It's not the modem that needs Java, it's Netzero.",
2675,5615,5615,60,437.tsv,2005-09-18T14:41:00.000Z,LadyLinux,chatter1,,"It would have been easier with one problem for the final outcome, but 2. eeeeekkkkk",
2676,5616,5616,60,437.tsv,2005-09-18T14:42:00.000Z,LadyLinux,chatter1,,Any ideas???,
2677,5618,5618,60,437.tsv,2005-09-18T14:43:00.000Z,LadyLinux,chatter1,,"Yes netzero is, but it's dialer is java script using web browser.",
2678,5621,5621,60,437.tsv,2005-09-18T14:44:00.000Z,LadyLinux,chatter1,,Yes it does and I use firefox in windows.  Close out Exploder after connect.,
2679,5622,5622,60,437.tsv,2005-09-18T14:44:00.000Z,LadyLinux,chatter1,,I hate Microsh|+,
2680,5625,5625,60,437.tsv,2005-09-18T14:46:00.000Z,LadyLinux,chatter1,,Nope Netzero has a deb installer using mozilla.,
2681,5627,5627,60,437.tsv,2005-09-18T14:47:00.000Z,LadyLinux,chatter1,,No just the only one I can use at current residence.,
2682,5628,5628,60,437.tsv,2005-09-18T14:49:00.000Z,LadyLinux,chatter1,,"I just remembered, I could use AOL prepaid crap. NOT.",
2683,5629,5629,60,437.tsv,2005-09-18T14:51:00.000Z,LadyLinux,chatter1,,Thank you so much for you help.  Is there anything else otherthan the kernel-headers that I would need?,
2684,5631,5631,60,437.tsv,2005-09-18T14:52:00.000Z,LadyLinux,chatter1,,Like the folder to add to the modem script file so it can find the damn thin?,
2685,5634,5634,60,437.tsv,2005-09-18T14:55:00.000Z,LadyLinux,chatter1,,This is the error I got.   *** /lib/modules/2.6.10-5-386/build: No such file or directory,
2686,5636,5636,60,437.tsv,2005-09-18T14:56:00.000Z,LadyLinux,chatter1,,This is the error I recieved when I tried to 'make install' the modem drivers.,
2687,5637,5637,60,437.tsv,2005-09-18T14:58:00.000Z,LadyLinux,chatter1,,Did you get the error I place in here?,
2688,5641,5641,60,322.tsv,2007-01-20T10:18:00.000Z,alyssa_,chatter1,0.0,thanks for that!,
2689,5643,5643,60,322.tsv,2007-01-20T10:22:00.000Z,alyssa_,chatter1,,"It is a Fujitsu C Series, but does it matter?",
2690,5645,5645,60,322.tsv,2007-01-20T10:22:00.000Z,alyssa_,chatter1,,Okie. I ll be patient! :) Thanks!,
2691,5647,5647,60,322.tsv,2007-01-20T10:24:00.000Z,alyssa_,chatter1,,I cant do that. I dont know if the touch pad was designed for it. When I was running $$$XP only the scroll button worked.,
2692,5649,5649,60,322.tsv,2007-01-20T10:27:00.000Z,alyssa_,chatter1,,it is C2220.,
2693,5652,5652,60,322.tsv,2007-01-20T10:30:00.000Z,alyssa_,chatter1,,I checked on the ubuntuforums.org and didnt find the answer either :(,
2694,5653,5653,60,322.tsv,2007-01-20T10:30:00.000Z,alyssa_,chatter1,,Thanks for trying though!,
2695,5655,5655,60,322.tsv,2007-01-20T10:31:00.000Z,alyssa_,chatter1,,Most programs take about 15-30 seconds to start is that normal?,
2696,5657,5657,60,322.tsv,2007-01-20T10:32:00.000Z,alyssa_,chatter1,,why is first time normal?,4
2697,5659,5659,60,322.tsv,2007-01-20T10:33:00.000Z,alyssa_,chatter1,,terminal everytime takes 20-30 seconds. just timed it.,
2698,5662,5662,60,322.tsv,2007-01-20T10:34:00.000Z,alyssa_,chatter1,,lemme try ctrl+shift+T,
2699,5663,5663,60,322.tsv,2007-01-20T10:35:00.000Z,alyssa_,chatter1,,that came up very very fast.,
2700,5665,5665,60,322.tsv,2007-01-20T10:37:00.000Z,alyssa_,chatter1,,Edgy! :),
2701,5668,5668,60,322.tsv,2007-01-20T10:41:00.000Z,alyssa_,chatter1,,"no not by hostname, by IP yes.",
2702,5671,5671,60,322.tsv,2007-01-20T10:43:00.000Z,alyssa_,chatter1,,I m not sure I m on the same page.,
2703,5673,5673,60,322.tsv,2007-01-20T10:45:00.000Z,alyssa_,chatter1,,okie.,
2704,5674,5674,60,322.tsv,2007-01-20T10:45:00.000Z,alyssa_,chatter1,,"I dont have my box name on the hosts file, except with a loop back address 127.0.0.1",
2705,5675,5675,60,322.tsv,2007-01-20T10:46:00.000Z,alyssa_,chatter1,,"I cant specify my hostname and IP in my hosts file, coz I m on DHCP.",
2706,5677,5677,60,322.tsv,2007-01-20T10:47:00.000Z,alyssa_,chatter1,,ok. now what?,
2707,5679,5679,60,322.tsv,2007-01-20T10:48:00.000Z,alyssa_,chatter1,,"nope, that dont work. is it because the loopback IP 127.0.0.1 is matched with x.d (where d is the domain?)",
2708,5681,5681,60,322.tsv,2007-01-20T10:49:00.000Z,alyssa_,chatter1,,127.0.0.1 loopback,
2709,5682,5682,60,322.tsv,2007-01-20T10:49:00.000Z,alyssa_,chatter1,,sorry.. it was 127.0.0.1 localhost,
2710,5685,5685,60,322.tsv,2007-01-20T10:51:00.000Z,alyssa_,chatter1,,my second line has 127.0.0.1 x.d (where x is machine name and d is domain).,
2711,5687,5687,60,322.tsv,2007-01-20T10:52:00.000Z,alyssa_,chatter1,,done. Lemme ping myself now.,
2712,5688,5688,60,322.tsv,2007-01-20T10:52:00.000Z,alyssa_,chatter1,,ping x works.,
2713,5690,5690,60,322.tsv,2007-01-20T10:53:00.000Z,alyssa_,chatter1,,"yup, faster. But I dont see a connection between hosts and terminal start up .",
